,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Treml1,0.002777175,0,0.001335531,0.017014212,0.00178834,0.003172343,0,0,0.004375769,0.001627459,0.001608912,0.006930609,0.003470523,0.000906554,0
Rftn1,0.056112886,0.051805901,0.054916991,0.04514038,0.042734504,0.046629563,0.039360656,0.036840284,0.03234604,0.02770843,0.025950159,0.02697903,0.042872216,0.033058744,0.039820782
Kif6,0.000173338,2.11E-05,3.29E-05,0.000564294,9.91E-05,0.000208424,1.20E-05,2.56E-05,1.20E-05,0,0,1.07E-05,3.66E-05,7.82E-05,5.60E-05
Daam2,0.003400497,0.002810431,0.00190982,0.004474231,0.001678255,0.00202015,0.002882633,0.001219973,0.002835377,0.002700009,0.001806454,0.002468028,0.003256887,0.001458427,0.001979621
Plcl2,0.109239373,0.102378981,0.105267578,0.075008209,0.067542554,0.075052566,0.063008413,0.061458975,0.066669926,0.045514144,0.049088904,0.054005878,0.093434543,0.091248857,0.108021161
Tbc1d5,0.014156507,0.011222013,0.010691967,0.017942256,0.017147008,0.01923709,0.015593484,0.013927422,0.015126498,0.016809373,0.013502377,0.014315284,0.014795676,0.012125625,0.013298368
Satb1,0.447212761,0.445601201,0.484811152,0.418128596,0.405952702,0.420737775,0.169333258,0.186017045,0.224204917,0.194801813,0.190927539,0.21720723,0.304182866,0.362157532,0.35953112
Gm20098,0.000488667,0,0.000156665,0.000460583,0.000472009,0.000744266,4.30E-05,0,0.000213876,0.000143182,0,0.000114328,0.001483048,7.98E-05,0.000399731
Kcnh8,9.28E-05,0,0,0.000580556,0.000155207,2.04E-05,2.83E-05,4.01E-05,5.63E-05,3.14E-05,7.76E-05,5.01E-05,0.000143429,4.37E-05,0
Kat2b,0.054873268,0.051764286,0.061069893,0.053682683,0.05194791,0.050662882,0.029831938,0.036059355,0.029313339,0.027600123,0.024968098,0.022936823,0.066210573,0.054905889,0.07113187
Kdm4b,0.078953096,0.098359202,0.084378406,0.073244415,0.078823059,0.081670518,0.111611302,0.148749496,0.143354578,0.150041173,0.151373149,0.140616417,0.066084603,0.076143955,0.061527299
Adgre4,0.000752048,0.001498107,0.000623546,0.003208058,0.00068884,0.000666511,0.000171121,7.28E-05,0.000885301,0.000541389,0.000309864,0.000424703,0.000416662,0.000126978,0.000119323
Pot1b,0.046127288,0.046024806,0.040699695,0.057321131,0.052804685,0.043466118,0.023215744,0.016178594,0.018152299,0.013388997,0.008808229,0.013943406,0.050488397,0.048166138,0.052466414
Vmn2r120,0,0,0.000331081,0.00292006,0,0.000393216,0,0,0.000451985,0.000151294,0.00029914,0.00024161,0.000829624,0,0
Adgre1,0.006590472,0.006444956,0.004997388,0.003197208,0.002418389,0.002983004,0.00085271,0.000272206,0.00031107,0.000378637,0.000163766,0.000176361,0.002479981,0.001212759,0.001321332
Cd70,0.024177461,0.009859119,0,0.020107044,0.017171565,0.010153568,0.658800301,0.464349482,0.421093142,0.393795248,0.426384273,0.442540277,0.09140245,0.083565049,0.099249895
Cntnap5c,4.20E-05,6.30E-05,1.01E-05,0.000378174,6.08E-05,0.000107841,5.54E-06,0.000188554,1.65E-05,1.84E-05,3.65E-05,6.87E-05,0.000146068,0.000143815,7.08E-05
Pdzph1,0.000214964,0.000165577,0,0.001561787,0.000317223,0.000613879,0.000126086,0,9.41E-05,5.25E-05,2.59E-05,0.000530868,0.00051168,0.000643232,0.000586139
Efna5,7.76E-05,0,0,0.000685812,1.17E-05,0.000138527,0,5.45E-05,5.10E-05,0.00036244,0.00021077,0.000272376,0.000311756,4.75E-05,8.93E-05
Fbxl17,0.010027113,0.00866165,0.007442609,0.010886664,0.01058461,0.009784901,0.01544193,0.01661918,0.017070413,0.015433215,0.014247654,0.019799349,0.011973553,0.008738159,0.01303572
4930405O22Rik,0.010000388,0.009490995,0.02103999,0.03534625,0.006899648,0.014279197,0.035822619,0.015548223,0.021571807,0.014127636,0.017070327,0.02130779,0.021040999,0.02404602,0.03724986
Man2a1,0.136885168,0.149270296,0.17002317,0.140815043,0.140428742,0.142769667,0.100238018,0.103310777,0.107183093,0.149879529,0.132752676,0.140517723,0.141688328,0.128409161,0.154880443
Tmem232,0.000283233,2.18E-05,0,0.000784183,5.70E-05,0.000202209,8.72E-05,0.000198872,0.000198341,0.000197099,0.000174342,6.63E-05,0.000214895,5.78E-05,2.90E-05
Ppp4r1,0.131502948,0.147539606,0.146225579,0.114077448,0.110590474,0.120241606,0.077717123,0.068829713,0.078213922,0.070628343,0.060966336,0.064330443,0.15272109,0.137740519,0.149307549
Twsg1,0.123520094,0.110432466,0.167726128,0.199612027,0.13304717,0.146712485,0.182783296,0.152164167,0.181008705,0.143395279,0.105422326,0.147073302,0.101026739,0.110026898,0.118970062
Rab31,0.005065261,0.003388176,0.004193312,0.005771394,0.003594346,0.005075442,0.001114129,0.000717555,0.001020951,0.000952006,0.000627438,0.000415811,0.002290406,0.003181812,0.002248888
Themis3,0.000502656,0,0,0.004263919,0.000323682,0.000191393,0,0,0.001143993,0.000883689,0,0.000784006,0.001704977,0.001148576,0.000616763
Lama1,0.001425938,0.00022297,0.000283571,0.002538927,0.000776691,0.002051355,5.66E-05,3.01E-05,0.000591246,0.000306288,0.000232921,0.000677255,0.000717751,0.000971186,0.000263103
Arhgap28,8.33E-05,7.70E-05,0,0.001118648,0.000341909,0.000404342,0,0.000187139,0,0,0.000307604,0.00029229,0.000245336,6.12E-05,5.11E-05
L3mbtl4,0.000180559,0,0,0.00015016,5.77E-05,0.000212317,4.21E-05,0,0.000209185,1.75E-05,4.61E-05,6.21E-05,7.11E-05,5.20E-05,3.26E-05
Akain1,0.000350172,0,0.001813497,0.000952061,0.000585408,0.000923074,0.000142195,0.000302614,0,0.000355163,0,0.000756239,0,0,0.000165255
Myom1,0.000281369,0.000575156,0.000286231,0.001874241,0.00198607,0.00148341,0.00131394,0.000334338,0.001051488,0.000975046,0.00039968,0.001291256,0.000985296,0.000662361,0.000331963
Clip4,0.000392913,0.000129704,0.000438634,0.001339148,0.000914914,0.000921686,0,3.94E-05,0.000552751,0,0.000304859,0.000722272,0.000300617,0.00061839,0
Smchd1,0.262539113,0.276020212,0.340201123,0.368126336,0.356643492,0.363354933,0.169776172,0.156793481,0.140504087,0.115546441,0.096463545,0.102224009,0.414972659,0.279864545,0.439621809
Spdya,0.000128772,9.92E-05,0.000722469,0.000531001,0.000103652,0.000490318,0.000566481,0.001567235,0.002310757,0.000848948,0,0.001405944,0.001091966,0.000420351,0.001185032
Trmt61b,0.019812788,0.018461936,0.004725208,0.020951483,0.016181244,0.012603987,0.019727559,0.016829595,0.013958999,0.012389298,0.012598049,0.012059515,0.014838286,0.013565962,0.016206947
Lclat1,0.010029112,0.012184023,0.014039093,0.030464027,0.025345112,0.027988214,0.028725432,0.032351121,0.030222083,0.030658831,0.022219724,0.023138747,0.016353136,0.015169713,0.028510435
Galnt14,0.000402263,0.000757927,0.000119044,0.000787455,0.000747214,0.000194404,0,6.95E-05,9.75E-05,0,1.34E-05,0.000188226,9.94E-05,4.55E-05,9.49E-05
Dpy30,0.29670913,0.226975683,0.217952211,0.132812609,0.207079805,0.221831422,0.263177203,0.232211366,0.21552973,0.151388342,0.122809634,0.150762782,0.354828805,0.392054965,0.323721088
Xdh,0.2901087,0.245790556,0.31587147,0.274692697,0.250685892,0.244059839,0.022584432,0.011275537,0.018103419,0.003386364,0.003259672,0.002276997,0.297106903,0.315612366,0.319381063
Ttc27,0.007862919,0.007582979,0.009109556,0.017430708,0.014401813,0.014662462,0.010802708,0.010718286,0.013386275,0.007738135,0.006188047,0.008712756,0.012218694,0.009974904,0.018464385
Ltbp1,0.000298784,3.21E-05,0.000125306,0.001203405,0.000553709,0.000575445,7.34E-05,0.000361037,7.30E-05,4.58E-05,5.28E-05,0.000130052,0.000939648,0.000110574,0.000149202
Birc6,0.55529138,0.592517354,0.683739826,0.726457624,0.66725532,0.658506237,0.56195692,0.558693521,0.552544145,0.527019532,0.438098346,0.437548566,0.728058028,0.626186568,0.836218125
Vit,0.000484365,2.60E-05,0.00056878,0.000836084,0.000108803,0.000321678,0,0,0.000207063,0.000420815,0,0.000448015,0.000331804,0.000717017,6.91E-05
Fez2,0.057793813,0.055792982,0.04550671,0.03009704,0.04424249,0.031612408,0.044951295,0.040579958,0.042630747,0.033320603,0.029420013,0.033160778,0.04898856,0.047477952,0.042298622
Crim1,0.053668315,0.050609962,0.055906942,0.046856663,0.035565632,0.035398329,0.030987099,0.030917383,0.03375225,0.045969266,0.046571577,0.041538823,0.044012789,0.046621839,0.045646975
Heatr5b,0.10181933,0.13297134,0.131857501,0.101810197,0.100301122,0.09217441,0.073920742,0.079436111,0.070419674,0.070285448,0.066934556,0.071319659,0.123755967,0.130784526,0.137164257
Sult6b1,0.0151023,0.021693233,0.01500195,0.027410783,0.017178343,0.03596781,0.010157859,0.004585552,0.003981223,0.003075337,0.00101343,0.004911173,0.013116182,0.005853004,0.017707833
Map4k3,0.003770259,0.003148976,0.003364065,0.007192792,0.006142698,0.010533337,0.003596907,0.004159115,0.004318187,0.002256003,0.002763194,0.003804657,0.006884847,0.009319417,0.008360479
Ttc39d,0.007978267,0.021508515,0,0.023499238,0.001605482,0.007594588,0.010529153,0,0.008729657,0.002922103,0.005777602,0.012443905,0,0.013021738,0.004078911
Sos1,0.105543156,0.106625808,0.116095005,0.108180242,0.120299317,0.102991399,0.101739677,0.093627413,0.084324598,0.108625253,0.081988932,0.093083001,0.128837098,0.12367362,0.13945214
Arhgef33,0.00046419,0.001039113,0.000662705,0.000871608,0.000420344,0.000787075,0.000842332,0.000122224,0.000723768,0.000541917,0.000630284,0.000882386,0.001204183,0.00046168,0.000845447
Slc8a1,0.000747114,0.000476249,0.000867237,0.001508952,0.001030925,0.000777749,0.000194283,0.00012404,0.000164301,9.71E-05,1.60E-05,0.000189432,0.00068988,0.000126145,0.000316108
Mta3,0.157713864,0.180698021,0.158099128,0.119083162,0.119237364,0.117247976,0.11042951,0.117702507,0.123425208,0.093375001,0.087348452,0.08964932,0.174325755,0.158179675,0.16022657
Eml4,0.096781612,0.099627208,0.090481351,0.160317086,0.138197394,0.152280021,0.134661487,0.11858259,0.119602318,0.123208646,0.114042232,0.120237305,0.152723694,0.112470532,0.148535173
Kcng3,0.000234108,0,0,0.001448043,0.00028266,0.000167137,0.002935117,0.005177948,0.003073879,0.000900312,0.001525803,0.003080909,0,0.000143288,0
Abcg5,0.000162766,0.000250742,0,0.002109412,0.000786089,0.000619754,0,0.000304763,0.001709713,0.000238457,0.00011787,0.001269351,0.00101701,0.000531317,0.000166429
Thada,0.022940355,0.020643627,0.025519488,0.055804379,0.041911432,0.044628965,0.027782124,0.022794008,0.027001546,0.020809068,0.020392112,0.023122261,0.02745605,0.02613877,0.027986677
Plekhh2,0.000634099,2.82E-05,0.000498452,0.004180726,0.001678442,0.001079524,6.44E-05,3.42E-05,0.000768537,8.04E-05,0.000158952,0.000313824,0.000359196,0.00035825,0.000336653
Prepl,0.056641759,0.041771995,0.072684988,0.067798092,0.062447201,0.066536896,0.046521066,0.049925352,0.061185071,0.031780321,0.033818135,0.036888983,0.058089309,0.063435008,0.058840708
Camkmt,0.002783376,0.002152347,0.002766611,0.002866134,0.002990162,0.002868577,0.002092144,0.001538858,0.002532333,0.001051542,0.001507755,0.001136601,0.003579999,0.002512899,0.002274573
Epas1,0.155344891,0.164575945,0.168168569,0.017227193,0.022032591,0.019409402,0.400589303,0.397744869,0.441245386,0.157809815,0.176382952,0.191566174,0.294547824,0.278416531,0.361155908
Prkce,0.00544444,0.005507666,0.005546376,0.005826311,0.005682745,0.005968492,0.006783397,0.005492531,0.008319066,0.004785765,0.004546504,0.003676942,0.015600269,0.011294588,0.017071107
Srbd1,0.027730828,0.030559121,0.025998632,0.024244544,0.023420185,0.025448501,0.021995895,0.01834799,0.018782845,0.014595366,0.011626924,0.016792829,0.035548211,0.027578942,0.031677698
Msh2,0.185204892,0.173688575,0.210739502,0.176990089,0.198501976,0.209271733,0.197221223,0.1277822,0.152316197,0.108202756,0.093612635,0.093222306,0.254455131,0.236607822,0.225514128
Stpg4,0.000704377,0.000325529,0.000338731,0.002116169,0.000935504,0.000704028,0.001208462,0.000395663,0.000369943,0.001625296,0.00076513,0.000906373,0.001697588,0.000603566,0.000432137
Ttc7,0.252950441,0.272117009,0.256217202,0.156360282,0.161815215,0.164574582,0.124337052,0.116840684,0.127060414,0.079619198,0.081990251,0.079199268,0.262629432,0.297924108,0.248008894
Foxn2,0.193166112,0.191226218,0.201187476,0.21610507,0.210194356,0.190477623,0.175767524,0.154217347,0.133280688,0.166737027,0.153699194,0.149106943,0.207080686,0.198902846,0.25120262
2700099C18Rik,0.032973414,0.036607718,0.036542864,0.0370132,0.028010923,0.025304422,0.057265337,0.041025577,0.038922837,0.017466079,0.019250403,0.018846305,0.081538636,0.038522533,0.111689446
Gm1976,0.00443587,0.003195418,0.002763646,0.006538009,0.0073724,0.003590019,0.011992708,0.008423422,0.009432171,0.005485735,0.005696328,0.005714262,0.010820546,0.005979604,0.010467002
Cldn20,0.024442508,0,0.014692861,0.028797248,0.044267514,0.267571139,0.107524991,0.028603868,0.032093392,0.00447613,0,0.152494399,0.081816445,0,0.074977793
1700102H20Rik,0.000659312,0.003047027,0.011097109,0.023303315,0.017513059,0.022593806,0.013921823,0.011110477,0.005194124,0.013039829,0.011458863,0.009255116,0.007062136,0.008070731,0.016179612
4930517M08Rik,0,0,0,0.059060915,0.015619652,0,0.001422744,0,0.021232597,0,0.002342083,0.001261105,0.007217168,0.00527866,0
Tmem242,0.039017361,0.047141002,0.045423387,0.03831631,0.057436811,0.042975574,0.069300387,0.075411435,0.071950786,0.060210724,0.065884419,0.055113183,0.056589476,0.075366022,0.053038051
Ldhal6b,0.018606753,0.055894495,0.013421852,0.075630141,0.035945017,0.066419795,0.054022937,0.052258969,0.051305007,0.077689506,0.024253933,0.143656055,0.074738898,0.011388388,0.01426913
3300005D01Rik,0.002932674,0,0.010577321,0.014511702,0.015579899,0.013399875,0,0,0.002310388,0.001933407,0.001911373,0.010291875,0.007853236,0.00143597,0.001799205
Serac1,0.0098464,0.008521913,0.019973463,0.02290603,0.016687074,0.023108414,0.036762859,0.02986699,0.044379931,0.028483379,0.02349157,0.021779982,0.024161848,0.008415263,0.020978046
Gtf2h5,0.346268859,0.347467671,0.275611184,0.201863059,0.197708942,0.303954427,0.428518714,0.404941027,0.272164549,0.240921107,0.325376313,0.276115777,0.390366045,0.413605563,0.30383158
Dynlt1a,0.033003189,0.033677962,0.020852515,0.016177649,0.029376823,0.018574453,0.020029071,0.009133965,0.030681524,0.007146728,0.004186833,0.006481456,0.025158502,0.031258121,0.026972121
Dynlt1b,0.009780955,0,0.027699072,0.016132977,0.013121602,0.012414112,0.006310683,0.001831387,0.006278578,0.001910587,0.00424983,0.008644842,0.009894697,0.007449866,0.028669762
Ezr,2.437018093,2.430641112,2.285110295,1.809333946,1.884766126,1.868909703,1.72245692,1.674277498,1.483465826,1.938179032,1.899380766,1.880271628,2.913070652,2.929048517,2.708510777
Mir692-1,0,0,0,0.043592164,0.178694553,0,0,0,0.09716348,0,0.321531499,0,0,0,0
Tagap1,0.087274785,0.109175384,0.084676397,0.126790354,0.169022291,0.161782886,0.10218898,0.130853619,0.159109282,0.111517247,0.091238356,0.142265662,0.148776536,0.160652991,0.187871464
Ttll2,0,0,0,0.00045049,0.000307778,0.000181989,0,0,0,0,0,0.000298194,0.000341306,0,0
Fndc1,0.00075751,0,7.29E-05,0.004230308,0.000621936,0.001730594,0.000439872,0.000510611,0.000556989,0,0.000592449,0.000531678,0.001217095,0.000185456,0.002463095
Rsph3a,0.022123359,0.02624192,0.028062072,0.026944547,0.026284551,0.027829877,0.049785036,0.05727964,0.053659408,0.043694961,0.03636743,0.048909555,0.031883805,0.043003309,0.030737586
Tagap,1.309135547,1.226448406,1.3641012,1.408162102,1.472830977,1.470390053,1.183971233,1.036219946,0.999014124,1.708535445,1.45635015,1.366877577,0.940236279,1.034940601,1.142867845
Ccr6,0.000509726,0.000588927,0.001378827,0.245695839,0.206479626,0.251279569,0.014967577,0.012168743,0.005354222,0.126436507,0.142990514,0.081689556,0.00290055,0.000623962,0
Prr18,0.01252426,0,0,0.017135552,0.008780333,0.005768691,0.003199091,0.01021229,0.001060939,0,0.001755419,0.002363033,0.018932731,0.009891042,0.011773372
Mpc1,0.120697096,0.183549207,0.162081432,0.123634205,0.1194425,0.14333408,0.221439697,0.259679237,0.207874192,0.365527351,0.267360116,0.225692071,0.117818342,0.18688594,0.170170835
Sft2d1,0.061783109,0.06539482,0.07576161,0.034602164,0.053041915,0.057089076,0.052982757,0.047597844,0.050336799,0.061286904,0.04217957,0.030795638,0.061023122,0.08539793,0.062837089
4930506C21Rik,0.001365966,0.003682491,0.001824685,0.006437319,0.004031513,0.003684115,0.004807214,0.007886045,0.004184913,0.004502661,0.0028027,0.003550886,0.003048199,0.002229463,0.007914675
T,0.002830536,0,0,0.001765499,0.001608266,0.001426454,0,0,0.003497917,0,0.001446905,0.001947732,0.004458662,0,0
1700010I14Rik,0.02607049,0.022755423,0.024499507,0.043256229,0.034913674,0.039663448,0.030349392,0.023181523,0.024813708,0.025017959,0.026216814,0.016646891,0.016767227,0.021321945,0.023572431
6530411M01Rik,0.000200468,0,0,0.002361838,0.000161362,0.001908273,0.000176376,0,0.001930262,0.001762151,0,0,0,0.000654388,0.002049796
Pabpc6,0,0.001927672,0.005014628,0.056021949,0.002014449,0.011911462,0.008807508,0.009371916,0,0.005499682,0.005437005,0.031227522,0.013403377,0.008169393,0
1700110C19Rik,0.001142659,0.005940926,0,0.005048391,0.002759273,0,0.003016001,0.004813911,0,0.003766569,0,0.004010026,0.000764965,0.000699372,0.004381405
Map3k4,0.107383666,0.098839543,0.10454982,0.097661631,0.093818103,0.10328622,0.078184877,0.073380704,0.070546609,0.049250389,0.051251694,0.050950425,0.11844971,0.109700923,0.132746449
Plg,0.001516493,0,7.93E-05,0.003728713,0.000398044,0.000282436,0.000522094,0,0.000259719,0,0.000429728,0.001079817,0.00088281,0.000161423,0.000910148
Slc22a1,0.002243804,0,0,0.00387723,0,0.001851112,0,0.000280087,0,0.000109575,0.00054163,0.000233315,0.000934664,0.000122074,0.001529535
Slc22a2,0.00054553,0.000350164,7.29E-05,0.001821049,0.000731854,0.001644435,0,0,0,6.66E-05,0.000790111,0.000567252,0.000162316,0.002448566,0.000278904
Tcp1,4.40271746,4.449242368,4.660054116,4.118479844,4.40832041,4.197682846,15.23162035,12.88868835,14.0528764,9.8987889,9.075086693,10.2387628,6.466180668,5.64434162,6.637579836
Mrpl18,2.589135114,2.942325325,2.824251922,1.631709559,1.828105711,1.893026639,2.030860244,1.833074588,1.661637451,1.427166125,1.546497663,1.601866377,2.941462477,3.272802237,3.124399814
Acat2,0.048254038,0.03044169,0.03909759,0.024744863,0.018541886,0.018703023,0.03318234,0.024102979,0.026489898,0.015054114,0.012920016,0.009158374,0.048582237,0.047733916,0.029788747
Mrgprh,0,0.00639186,0.006651089,0.127098963,0.006679597,0,0,0,0.03087173,0.018236085,0.006009419,0.019414796,0.011110875,0,0.016970282
Acat3,0.001841778,0.002220475,0.001732896,0.004811549,0,0.004573581,0.005284019,0.000449811,0.003154283,0.004399341,0.001217777,0.00093674,0.002787646,0.002352569,0.003684577
Pnldc1,0.001312952,0.001444723,0.001202653,0.009060245,0.001358783,0.002678168,0.002310322,0.001053589,0.002134385,0.00137394,0.000271656,0.001170197,0.005190105,0.000918401,0.000767143
Sod2,0.331506913,0.34409554,0.328618568,0.284256072,0.325141433,0.349557352,0.458459892,0.444652492,0.371649641,0.396152144,0.338012539,0.349334843,0.383045523,0.365556215,0.368033821
Tcp10b,0.000377305,0.000290621,0,0.00200037,0,0.000897901,0.000663921,0.000706467,0.001155951,0.000414573,0.000546464,0.000588492,0.000673575,0.002155366,0
Gpr31b,0,0,0,0.048145048,0,0.011969023,0.011062587,0.005885753,0,0.009210431,0,0.009805758,0.008417592,0,0
Smok2a,0.000830992,0,0,0.011748529,0.009029998,0.014831804,0,0,0.003818871,0,0.000902667,0.00097209,0.001668949,0.009663675,0.007009978
Gm10512,0.020717536,0.005319253,0,0.05695346,0,0.00328687,0,0.003232629,0,0,0.005000989,0.005385611,0.006164253,0,0
