,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
Ly6g5c,0.003831356,0,0,0.007539076,0.020728653,0.010753747,0.009207425,0.000861792,0.000905637,0,0,0,0.003759273,0.004874111
Vwa7,0.048291938,0.034561179,0.009766349,0.011017451,0.044681333,0.020135235,0.003363886,0.007556435,0.003308697,0.005381857,0.010466537,0.006895529,0.050816946,0.043331132
Abhd16a,0.180867503,0.199345408,0.18373098,0.349439956,0.353844981,0.297828543,0.225174507,0.31846815,0.296695336,0.335813006,0.340721502,0.340680811,0.194244967,0.207017784
Vars,3.00638362,2.919570138,3.541628848,1.558490131,1.236085028,2.230300593,3.45170924,3.23572311,3.492213686,1.985350397,2.638785486,2.185280428,3.031280305,2.902188736
Ly6g6c,0.059490369,0.059467916,0.01130805,0,0.009903344,0.035321838,0.001466317,0.010979491,0,0.003909916,0.010983458,0.002504799,0.025443817,0.060803915
Ly6g6e,0.071016993,0.0825728,0.00488975,0.004903238,0,0.010490978,0,0.006725876,0,0,0.006210744,0,0.143029158,0.145820353
Ly6g6d,0.005369857,0.004186908,0,0.007044287,0,0.001507197,0,0,0,0,0,0,0,0.025503652
Clic1,2.732122834,2.440255498,2.58795424,2.753369304,2.852910211,2.401219898,3.574396205,4.08357883,4.005371728,4.68791569,4.555930153,4.495192523,3.922559717,3.863727614
Apom,0.079187632,0.096851828,0.037578279,0.0595782,0.010080614,0.050662595,0.02910499,0.005238762,0.028627488,0.003581913,0.009030051,0.033145253,0.066271642,0.041481014
Lta,0.97896053,0.95518289,1.150207697,0.219725389,0.622903136,0.25103754,0.74408288,0.582320323,0.430514891,0.231754838,0.129701467,0.048065338,0.718013317,0.968182959
Nfkbil1,0.168964692,0.168081455,0.166426622,0.105149944,0.055193589,0.147322905,0.071797871,0.138294852,0.139302141,0.126542573,0.148072312,0.12937756,0.183213386,0.202783673
Mir8094,1.155088364,0.632020265,0.503699985,0.837385109,1.11830198,0.981153014,0.52595645,0.519631413,0.20118292,0.467485547,0.202034978,0.532416049,1.073706067,0.464040353
Bag6,3.047219765,2.863176695,3.075426145,2.340206472,1.62803081,2.746842068,3.209005597,3.271499213,3.516570485,3.110462915,3.144609138,3.112069348,3.487533454,3.133237146
Ddx39b,1.850475161,1.502943609,2.009824505,1.518351792,1.141420982,2.05367908,2.373839057,2.402952908,2.352603288,1.789967066,2.194128235,2.004905613,2.213565067,2.126159813
Lst1,0.227528145,0.234881971,0.245727606,0.085079615,0.059823699,0.043270971,0.049057821,0.017218846,0.011057972,0.027252521,0.025911212,0.01163914,0.133531158,0.090172266
Prrc2a,5.963391802,5.771364233,7.221102213,6.732764084,5.698228674,7.700500589,8.077264328,8.356744059,8.856495251,6.994324814,7.865171124,7.640912298,7.638093333,7.364316302
Tnf,0.649828327,0.489081917,0.377827969,1.818576959,2.449301446,0.913860217,0.752195807,1.179079104,0.829456974,1.501861829,0.69735522,0.832900764,0.927180135,0.806020606
Aif1,0.082643135,0.080091579,0.025043519,0.045937685,0.001515665,0.068801849,0.037701486,0.023945205,0.020528061,0.058164114,0.018620002,0.026834429,0.043980083,0.016631616
Ltb,11.77296632,11.87581862,8.103726731,6.48747809,7.659742897,5.160811358,5.137158062,5.204408395,5.413796653,4.400077304,4.136456838,3.860193169,9.478508292,9.465486251
Mir6973a,0.638338307,1.659053196,1.232739436,0.897198331,0.296021112,0.89583536,0.52595645,0.123070598,0.129331877,0,0.202034978,0.249570023,0.536853034,1.082760824
Atp6v1g2,0.160138008,0.108574351,0.110515883,0.118736506,0.073831421,0.056672435,0.073621547,0.082063128,0.080313374,0.108506434,0.104893649,0.099085358,0.118868595,0.11337556
H2-Q4,5.382947925,5.836928254,5.11834894,12.39537842,6.818919886,9.010162199,7.132670249,7.392781837,5.252551844,6.473397771,6.160179647,5.377464263,5.918818889,6.698079827
H2-Q2,0.05506568,0.08178099,0.023326448,0.005159734,0.006809599,0.046367059,0.055957764,0.047420699,0.020082057,0.045166487,0.040085241,0.037029766,0.067923012,0.109415399
H2-Q1,0.045449921,0.080718882,0.00924904,0.001987404,0.014753768,0.021261268,0.017475869,0.008178493,0.010743223,0.021746293,0.002517369,0.011609391,0.013378446,0.0372616
H2-D1,4.659926991,4.569327642,4.573915987,7.117472478,9.208428659,5.933842791,6.239695927,7.434083332,7.801721816,8.428735015,8.35675119,6.871620206,6.09829031,6.49666223
Tcf19,0.857165948,0.641675916,0.706627657,0.409408419,0.349928648,0.667348386,0.568254097,1.187325924,1.352120361,1.011647409,1.02849681,0.898378878,0.658501228,1.020412373
Pou5f1,0.023934091,0.007775644,0,0,0.0145676,0.027290883,0.002875892,0.020188237,0.008486129,0.024539304,0,0.000818779,0.023483792,0.008880688
H2-Q10,1.242971535,0.516385272,0.81511424,0.206425788,0.147911331,0.061342916,0.849522508,0.460490299,0.31259298,0.2550434,0.282600658,0.188792054,1.334994538,0.887017024
H2-Q5,1.700690615,1.265181196,1.308584955,2.678278217,1.87135264,2.226746406,1.877678197,1.706640557,1.080740938,1.246700123,1.119447634,1.141118032,1.527620501,1.811673571
2300002M23Rik,0.066254675,0,0.066038195,0.034144873,0.240677179,0,0.018196763,0.006386897,0.004474556,0.002426073,0,0,0.120729425,0.048163869
Psors1c2,0.108143798,0.121370167,0.00857424,0.016121048,0.255310538,0.01379705,0.028351488,0,0,0.012599818,0,0,0.091639737,0.058365822
Sfta2,0.000290187,0.00018855,0.000126542,9.52E-05,0,0.000610866,0.000557896,0,0,0,0,0,0.000711818,0.00147666
Cdsn,0.0436375,0.107926872,0.01534599,0,0.057880241,0.032595632,0.002706287,0.001266509,0.007985661,0,0,0.001540983,0.073202403,0.128935812
Ddr1,0.092864311,0.080585668,0.029059814,0.080337291,0.085461571,0.080316274,0.044189011,0.015544636,0.018231559,0.041438016,0.023410819,0.022628548,0.085668285,0.072217601
Gtf2h4,0.329016588,0.295293328,0.339590568,0.141282612,0.129343002,0.195158809,0.378846169,0.334358855,0.433057354,0.200217604,0.382168826,0.283089644,0.455208496,0.500870178
4833427F10Rik,0.057849617,0.050491422,0.003765151,0.005096975,0.046713698,0.032716493,0.015769755,0.002330543,0.000408185,0.00044263,0.001912931,0,0.029651388,0.033684891
Vars2,0.313446352,0.34472031,0.323945365,0.290248424,0.093318805,0.378536,0.385924229,0.307969789,0.342476954,0.266184136,0.270464,0.251327176,0.379330056,0.353103706
Ppp1r18,3.001870934,2.76726036,2.421483696,1.691941706,1.684870266,1.531649736,2.89381197,2.860148884,2.251388223,3.332558856,3.051245169,2.950713982,3.711391025,4.072135004
Atat1,0.217701514,0.191072067,0.125252197,0.057939416,0.137515456,0.084777625,0.159417775,0.03179069,0.036371676,0.029215506,0.044822919,0.041487692,0.12749238,0.164334457
Flot1,0.781810406,0.850669401,0.54690643,0.497184116,0.264815373,0.335627085,0.585636721,0.659911702,0.548247053,0.935812001,0.674467637,0.638431544,1.045184697,0.859896572
Tubb5,25.63956852,25.24730747,30.74504703,14.62388276,22.85801328,27.15508595,43.86495983,52.67399139,53.96842908,41.19935419,46.86928196,47.79713189,34.2812364,37.46464601
2310061I04Rik,0.547492323,0.493753371,0.692752647,0.472920693,0.517959128,0.59305189,0.665769059,0.503360039,0.390361957,0.325912637,0.279216163,0.361081374,0.818997246,0.572170051
Dhx16,1.331595675,1.175909553,1.463982507,1.855354768,0.824630242,1.654762175,2.230199403,1.793122906,1.812135633,1.714528343,1.938573717,1.608573174,1.407004415,1.730149833
Ier3,1.938842294,1.073415063,1.170653496,0.526742246,0.980689298,0.265654403,2.751515721,0.867052212,1.220308843,1.299760623,1.366180072,1.167987708,2.881688542,3.65843427
Nrm,0.755692546,0.597363585,0.581622109,0.392878427,0.207251011,0.652445085,0.510506077,0.866344703,1.042949989,0.861386466,0.842908722,0.787236105,0.505706358,0.896387375
Mdc1,0.644064125,0.545759733,0.676859448,0.624678538,0.431118652,0.573441207,0.586356274,0.67024535,0.708604199,0.510526351,0.521211519,0.545309676,0.615802009,0.687779572
Prr3,0.348436595,0.441987145,0.411898334,0.586209991,0.356025392,0.549304452,0.324280582,0.349670178,0.288375132,0.272910482,0.305612032,0.250413165,0.357297458,0.446011759
Mir877,0,0,0,0.493986846,0.181095269,0,0,0,0.079120678,0,0,0,0,0
Mir1894,5.532265323,5.591623733,3.599540241,5.932585506,9.026816638,6.161830521,5.486829637,4.226943249,2.739919773,5.221986705,4.426062572,3.508769658,7.151412635,3.053500103
Gnl1,0.663783038,0.605834032,0.707021815,0.996961707,0.685418839,0.867156486,0.803106827,0.73304597,0.869343799,0.765923418,0.796379761,0.64321143,0.678159544,0.871741226
H2-T22,0.036703641,0.009868288,0.013797738,0.044827988,0.012325434,0.02664279,0.004866501,0.034161945,0.029318294,0.025304111,0.018226287,0.018011673,0.038496757,0.026835074
Ppp1r10,0.891037335,0.843293485,1.236114392,0.703168775,0.778077124,0.8532281,1.184957999,0.98572361,1.016404726,0.863923285,0.920128062,0.940007921,1.275666367,0.98597504
H2-T23,7.244419537,7.924110386,5.748716737,8.828454857,6.575643809,7.446960921,8.957637153,10.017779,8.83030907,11.29989749,11.76537555,8.440728556,9.131899706,8.957800061
H2-T24,0.170334782,0.223838739,0.134785318,0.185788735,0.229871366,0.230652081,0.134761746,0.146151509,0.16761119,0.187887303,0.138601757,0.145874065,0.176988882,0.237389135
Abcf1,2.762072048,2.484542076,3.687185399,2.922247679,1.543710191,3.560431644,5.058211324,4.977137384,5.421566719,3.6785041,3.98351381,4.258166318,3.720060113,3.653632101
Gm7030,0.012993599,0.017354339,0.012433997,0.013257429,0.008201529,0.011143636,0.010408637,0.005033486,0.006995879,0.006846112,0.00639721,0.008099913,0.009207709,0.008877212
Gm11127,0.055656593,0.039779444,0.01334861,0.047457439,0,0.001952693,0,0.001251892,0.011840242,0.012839392,0.003082693,0,0.010921893,0.03540214
H2-T10,0.351192105,0.405117641,0.402836683,1.100006884,1.168939183,0.904466332,0.52595645,0.956516135,0.650870192,0.916489108,0.798508012,0.814178671,0.461943308,0.546056788
H2-Bl,0.013848455,0.042740966,0.003774314,0,0.327791692,0.002429342,0,0.012459812,0.003273428,0,0,0,0.054351633,0.029362495
H2-T-ps,0.607164082,0.495516919,0.50267236,0.788794574,1.431399408,0.395170261,0.532896907,0.993598418,0.854177051,1.126244975,0.878914639,0.619715815,0.428818279,0.480114328
Gm8909,0.055583199,0.076745318,0.015148872,0.004557198,0,0.021938825,0.006678812,0.026567621,0.006569238,0.010685384,0.001924143,0.006655201,0.032381612,0.026516592
2410017I17Rik,0.008225737,0.005090201,0.009736147,0.007193792,0.007629158,0.009894762,0,0.001057273,0,0.000200803,0,0,0.010761303,0.005647498
Trim39,0.396195877,0.538357224,0.446881239,0.815883653,0.569113038,0.672816609,0.493828868,0.426804233,0.351724688,0.438656981,0.393526373,0.40868654,0.44457452,0.505153461
H2-T3,0.060330047,0.074479487,0.02038882,0.03561398,0.101184485,0.019049934,0.0115987,0.013570125,0.000713026,0,0.003341545,0.011557696,0.063634615,0.048608129
Rpp21,1.270058201,1.193052274,1.04755385,0.704143449,1.234621662,1.222557995,1.562036435,1.761558949,1.648728106,1.888603055,1.330556542,1.650434865,2.270722296,1.833389949
H2-M10.2,0.018850475,0.069406377,0.032880546,0.02884984,0,0.026454502,0.024160544,0.014133549,0.019308381,0,0,0.012037565,0.043156913,0.031974512
H2-M10.3,0.060402479,0.102853664,0.027248007,0.008196951,0.076627427,0.007307588,0.008008707,0,0.004923322,0.003203268,0,0,0.016349258,0.033563094
H2-M10.4,0.016648128,0.09465049,0,0.028664148,0,0.020443288,0.010002098,0.001872344,0.0019676,0,0.009221023,0.001139056,0.00612559,0.031768708
H2-M11,0.068644836,0.042478384,0.014254281,0.008576161,0,0.006881088,0.025137624,0,0,0.011730106,0.003621031,0,0.035280323,0.080396697
H2-M9,0.073610863,0.092924919,0.001834259,0.022071822,0,0.002951557,0,0.010407508,0.001988545,0.004312699,0.004659588,0,0.061907949,0.005351145
H2-M1,0.045018434,0.162969511,0,0.002109146,0,0.05189643,0.003091064,0.00144658,0.006080703,0.003296914,0,0.003520156,0.198771535,0.062725165
H2-M10.6,0.069159138,0.06263872,0.007311094,0.013746115,0,0.041175697,0.006043695,0.007542335,0.004953784,0,0.003482335,0,0.018506719,0.047990031
H2-M10.5,0.019252996,0.08895804,0.024254141,0,0.050924534,0.013509698,0,0.00288707,0.008090535,0.007676605,0.001184867,0,0.02938564,0.032657276
Trim15,0.03927375,0.077972592,0.029970718,0.015026696,0.092075279,0.066598803,0.017827665,0.019140121,0.011346294,0.03020014,0.016314634,0.004179915,0.074928874,0.024981314
Trim26,0.529355316,0.504406247,0.42155129,0.725640632,0.630864666,0.759478476,0.380795777,0.419506847,0.48570466,0.596785772,0.521103242,0.57284643,0.430688026,0.540258434
Trim10,0.041334117,0.051475985,0.010138832,0.003953755,0.018635712,0.018731666,0.004138882,0.001936946,0.004885175,0.002648707,0,0.001885372,0.002534778,0.032134514
Rnf39,0.030870798,0.147703099,0.073428246,0.00552231,0,0.038400518,0.012139851,0.006943814,0.007297084,0.005754803,0.016321429,0.007680593,0.085362704,0.061884253
Ppp1r11,2.140595953,1.990065876,2.084004467,1.105043095,0.66373074,0.807771214,2.835132054,1.967530302,2.062663923,1.732733938,2.09433778,1.955844745,2.335294842,2.55660744
Trim40,0.03003341,0.072636741,0.018553637,0.001094401,0.148045276,0.016976472,0.004009755,0.016513343,0.001183191,0.014113392,0.0064691,0.002739826,0.029468358,0.016273524
Trim31,0.031163459,0.032856224,0.012563846,0.01504107,0,0.001237765,0.006782608,0.000264515,0.000555944,0.002110003,0.000325674,0,0.016730891,0.013464344
H2-M5,0.081817325,0.072569243,0.005663194,0,0.080099195,0.020048169,0.022471026,0.000584231,0,0.001331527,0,0.017060255,0.031856351,0.067187146
2410137M14Rik,0.06435205,0.023519838,0.015784893,0,0.004352021,0.026811018,0.001933117,0.002714025,0,0.009278339,0.004455394,0.002201466,0,0.039227613
Mog,0.012364418,0.010224885,0.002695879,0.012902188,0,0.00078873,0.003241514,0.001769821,0.000531389,0.001152461,0,0.000307624,0.00220578,0.011916333
Olfr90,0.265204197,0.415329761,0.154196976,0.231933488,0.014716155,0,0.300690208,0,0,0.055776478,0,0,0.140115562,0.247990973
Zfp57,0.018771542,0.04976334,0.002292,0.00886496,0,0.015806237,0.004330688,0.000337785,0.004614607,0.005004015,0.005822395,0.003287907,0.036100009,0.026109312
Gabbr1,0.23390342,0.272515576,0.128537151,0.378499187,0.199144435,0.276291467,0.111599927,0.08697237,0.065745852,0.143339531,0.076757602,0.07411463,0.173386079,0.169562405
Olfr92,0.446924218,0.187031556,0.013212914,0.079496167,0.606543792,0,0.014563224,0.047707878,0.010743223,0.034949399,0.016782458,0,0.208109163,0.21843007
Olfr93,0.149745528,0.548406101,0.097949415,0.031251693,0,0.009552311,0.013085998,0.015310218,0,0.017446829,0,0,0.153606753,0.150091521
Olfr94,0.299777924,0.092078814,0,0.082225993,0.200523114,0.007649169,0,0,0,0,0,0,0.149742915,0.194150217
Olfr95,0.048538105,0.023428125,0.001209488,0.063673268,0,0.005838662,0,0.001247742,0.002622444,0.004265612,0.000768119,0,0.05306775,0.02117088
Ubd,0.06777276,0.155173306,0.011258553,0.008467207,0.223493254,0.00679367,0.024818272,0.002903662,0.027462486,0.001654441,0,0,0.14249502,0.090323644
Olfr99,0.20145504,0.735033372,0.172318416,0.701339349,0,0.581749293,0.134067331,0.09411281,0.05860791,0.13505138,0.141622558,0.178124487,0.387727191,0.262855102
Olfr101,0.177993962,0.080067052,0.029853046,0.040412783,0,0.009607474,0,0.033876988,0,0,0,0,0.12090819,0.081285221
Olfr103,0.302034504,0.078499332,0.04609792,0.009905374,0.098045209,0,0.014516845,0.006793706,0.035696697,0,0.033458022,0,0.037043999,0.192118618
H2-M3,0.993973244,1.933181798,1.079242561,0.851044682,0.61175383,0.843744582,1.093348157,1.182401129,1.039931396,1.259350163,1.233171293,1.258815982,1.022727057,1.043845991
H2-M2,0.155315263,0.242884546,0.006887635,0.027626536,0.119635475,0.112678033,0.060732203,0.022500694,0.023645428,0.006747571,0.008748369,0,0.082653909,0.116095958
Olfr114,0.156484076,0.20335252,0.003101731,0.10730492,0.092358587,0,0.068374339,0,0,0,0.007879364,0.007786585,0.139581789,0.120650492
Olfr116,0.110448953,0,0.035319924,0.033807473,0.015934884,0.051667523,0,0.009937377,0.020885893,0.045296736,0.016313383,0,0.101146224,0.062448495
Olfr117,0.18639708,0.174401818,0.078030981,0.019561557,0.016135323,0.130793572,0.078838336,0.010062376,0.014099073,0.003822209,0,0,0.285308688,0.069557411
Olfr118,0.139902007,0.057411779,0.019265413,0.106252059,0,0.124002055,0,0,0,0,0,0.008060647,0.072247303,0.143631538
Olfr122,0.03319267,0.044931443,0.002412391,0.00907142,0,0.036877531,0,0.000622173,0.00719209,0,0.003064112,0,0.023069127,0.017594375
Olfr123,0.076482931,0.039756113,0.033351951,0,0.082758591,0.053667556,0.007352079,0,0.028925839,0,0,0,0.105061561,0.071352441
Olfr126,0.414919899,0.433279518,0.009692911,0,0.128275815,0.088383757,0,0.019998972,0,0,0.065661368,0,0.116318157,0.100542077
Olfr130,0.223676496,0.203468788,0,0,0.064541291,0.094171372,0.014334243,0,0,0,0.136278311,0,0.02926243,0.139114823
Olfr132,0.03020345,0.333622162,0,0.019810749,0.245113023,0.063580672,0.036292112,0,0,0,0,0,0,0.128079078
Olfr129,0.007712146,0.011024207,0.003699344,0.007081865,0,0.005952717,0,0,0,0.00197679,0.000427158,0,0.00151341,0.001308148
Olfr133,0.065256079,0.313763271,0,0.085604244,0,0.187737974,0.075274501,0,0.006169961,0.003345309,0.028915098,0,0.025611337,0.04427541
Pgk2,0.074366244,0.017054052,0.003815168,0,0.02840055,0.036834559,0.016820255,0.023615022,0,0,0,0,0,0.033390358
Crisp1,0.000838457,0.009079859,0.000243751,0.001833175,0,0.000392227,0,0.000251461,0,0,0.000619203,0,0.00219382,0.004503653
Esp8,0.01573048,0.000888778,0,0,0.001480106,0.001919647,0,0,0,0,0.000757631,0,0.002013199,0.009280807
Esp1,0.027457093,0.053521124,0.004656256,0.022011471,0.057769507,0.006422152,0.014663165,0.001372436,0.00216339,0.007037848,0.020277154,0.004174665,0.04939094,0.033636208
9130008F23Rik,0.009807049,0.020026839,0.001221876,0.04135206,0.039415062,0.009830772,0.008080481,0.049160365,0.005298608,0.002872868,0.015519725,0.011502735,0.006873242,0.028516957
Rhag,0.003120857,0.001871807,0.000209371,0.000629847,0.000519528,0,0.001846146,0.000863974,0.000226982,0.000615341,0.000531868,0.003022232,0.002591042,0.00305403
Cenpq,0.219962537,0.228828792,0.238375963,0.261718369,0.409943716,0.337814384,0.404649332,0.419816716,0.444258287,0.333727867,0.38914089,0.381638061,0.32635402,0.341928542
Glyatl3,0.00584643,0.021842784,0.008285731,0.001917366,0,0.0005128,0.0007025,0.000328761,0,0.0044957,0,0,0.005736434,0.007437614
Adgrf4,0.022708909,0.011490791,0.002629032,0.002636284,0.011307582,0.004794508,0.003670431,0.000361625,0.001045062,0.001339296,0.001224403,0,0.004929571,0.014487331
Tnfrsf21,0.008617558,0.013107449,0.005423279,0.007707741,0.002755012,0.01113176,0.009225147,0.017004702,0.020601223,0.00727922,0.015458242,0.015544225,0.004900304,0.014949466
E130008D07Rik,0.045286685,0.050551045,0.005823184,0.015994459,0.167739659,0.019555299,0.018417706,0.001305949,0.010155682,0.005952799,0.003858965,0.002542351,0.016520577,0.075831262
Adgrf1,0.0060136,0.015459574,0.001881254,0,0.002121859,0.000733861,0.000628337,0.000529297,0.000988845,0,0.000724086,0.000858672,0.008722419,0.007095914
Mep1a,0.025716241,0.019791536,0.000653248,0.003930301,0.009185393,0.00946044,0.000720008,0.000898546,0.000826228,0.001279928,0.002765757,0,0.00955402,0.008893469
Adgrf5,0.014856397,0.022383799,0.003849506,0.002118361,0.022443446,0.003575599,0.002207694,0.000839454,0.005598331,0.001766037,0.000159007,0.00062854,0.007323653,0.01272158
Tdrd6,0.061789417,0.087090196,0.00290172,0.016834834,0.030858198,0.020678057,0.008681005,0.005986996,0.003370493,0.020954848,0.002106078,0.007024316,0.032645256,0.063288096
Pla2g7,0.005644657,0.008383182,0.002039502,0.012164987,0.024082254,0.002715989,0.005891132,0.00319229,0.000533702,0.005952745,0.001161252,0.002736533,0.003639558,0.008206772
Ankrd66,0.006772769,0.055741419,0.005250498,0.001974368,0.011399882,0.008976767,0.004340309,0,0,0.001543118,0,0,0.011813947,0.029996684
1700071M16Rik,0.040388778,0.081644258,0.014676963,0.047095837,0.063126269,0.029915007,0.004313838,0,0.012729194,0.033358117,0.014913623,0.017194351,0.015411239,0.060896147
Cyp39a1,0.005926933,0.006381744,0.001661503,0.002832347,0.000549708,0.000178238,0.00065113,0.000799892,0.000160112,0.000781304,0.000375177,0.000370759,0.003655409,0.008473555
Enpp5,0.072459071,0.139453988,0.023197992,0.042112211,0.184598079,0.029605391,0.055545884,0.112231498,0.026883686,0.010344361,0.005080183,0.03213033,0.1070937,0.091012944
Enpp4,0.212593893,0.344361915,0.274200636,0.141897459,0.149038624,0.112407041,0.230984663,0.287924583,0.194283647,0.046433683,0.121482514,0.169220137,0.30921876,0.245059408
Clic5,0.004426689,0.005247916,0.001286899,0,0.025630233,0.006212356,0.000821188,0.004262302,0.003157432,0.003224813,0.002925006,0.003018089,0.002438403,0.007772089
Spats1,0.009596041,0.029450769,0.009259431,0.004017537,0.000662772,0.004297964,0.006280438,0.003398413,0.00260609,0.002302673,0.002374801,0.003687888,0.013021437,0.017315933
Cdc5l,0.538388374,0.579942091,0.574043391,0.571836925,0.354356806,0.637271135,0.805384167,0.843651389,0.825914469,0.684688621,0.728653866,0.747608131,0.729357701,0.801809488
B230354K17Rik,0.179671201,0.224186354,0.148031669,0.19763032,0.190972825,0.295102577,0.288873365,0.170595904,0.161986478,0.21926415,0.161603143,0.152737858,0.223093727,0.345216563
